_id,nom,url,prix_avant,prix_apres,reduction,categorie,sous_categorie,description,images[0],images[1],images[2],images[3],images[4],images[5],images[6],images[7],images[8],images[9],images[10],images[11],images[12],date_scraping
69584528d3cdbac2087144c3,Camera Ip 4MP Dome HDBW2431RP,https://nowtechcenter.com/produit/camera-ip-4mp-dome-hdbw2431rp/,"130,000CFA","127,000CFA",-2%,,Autres Cameras,,7187185.jpg,31ghN5mMQUL._SR600315_PIWhiteStripBottomLeft035_SCLZZZZZZZ_FMpng_BG255255255.png,,,,,,,,,,,,02-01-2026
6958452dd3cdbac2087144c4,Camera IP Dahua full Couleur 2MP indoor DH-IPC-HDW1239T1-S5  Bon prix en vente au Cameroun,https://nowtechcenter.com/produit/camera-ip-full-color-dome-hdw1239t1/,"60,000CFA","30,000CFA",-50%,Autres Cameras,Autres Cameras,"Eclairage infrarougeCettecaméra dômefaite dans le facteur de forme Eyeball offre une surveillance optimale de nuit comme de jour grâce à sa vision nocturne, alliée à une résolution de2 mégapixels. Elle est équipée d’un objectif motorisé avec zoom pour une précision d’images et de détection d’intrusion. Avec cettefonction infrarouge, des images détaillées peuvent être capturées en faible lumière ou dans des conditions de pleine obscurité.",camer-ip-full-color-dome-de-exterior-2megapixeli_10485_1_1629119297-600x600.jpg,ipc-hdw3549tm-as-led-dahua-dome-ip-5mp-full-color-wizsense-smd-plus-28mm-30m.jpg,,,,,,,,,,,,02-01-2026
69584533d3cdbac2087144c5,Camera Ip full Color Bullet HFW123951,https://nowtechcenter.com/produit/camera-ip-full-color-bullet-hfw123951/,"50,000CFA","47,500CFA",-5%,,Autres Cameras,,DH-IPC-HFW1239S1-LED-S5-4MP-Lite-Full-color-Fixed-focal-Bullet-Network-Camera-silvermoz-nampula-maputo-600x600.jpg,4_thumb.png,,,,,,,,,,,,02-01-2026
69584539d3cdbac2087144c6,Camera Ip 2Mp bullet HPW123051,https://nowtechcenter.com/produit/camera-ip-2mp-bullet-hpw123051/,"42,000CFA","41,000CFA",-2%,,Autres Cameras,,61cwAb0T0yL._AC_SL1500_-600x366.jpg,dahua-bullet-ip-camera-500x500-1.jpg,,,,,,,,,,,,02-01-2026
6958453fd3cdbac2087144c7,Baie de brassage reseau 15U 600×800 mm 19” Roulette Sol bon prix en vente au cameroun,https://nowtechcenter.com/produit/15u-600x800mm-floor-cabinet-bon-prix-en-vente-au-cameroun/,"160,000CFA","140,000CFA",-13%,.Baies/Panneaux/ Plateau,.Baies/Panneaux/ Plateau,• Unité de hauteur : 15 U• Largeur : 600mm• Profondeur : 800mm• Cadre en acier avec épaisseur de 2 mm• Boîtier avec indice de protection IP20• Panneaux arrière et latéraux faciles à enlever• Porte avant verrouillable à poignée pivotante• Deux ouvertures permettent le passage de câbles vers le haut ou vers le bas• Fentes d’aération pour une circulation optimale de l’air• Couleur : noir (RAL 9005),woocommerce-placeholder.png,,,,,,,,,,,,,02-01-2026
69584544d3cdbac2087144c8,Camera DAHUA Ahd 5mp Indoor HDW1500TR2P-A bon prix en vente au Cameroun.,https://nowtechcenter.com/produit/camera-ahd-5mp-dome-hdw1500tr2p-a/,"100,000CFA","65,000CFA",-35%,Autres Cameras,Autres Cameras,"Norme:HD-CVI,HD-TVI,AHD,CVBSCapteur:CMOS à balayage progressif 1/2,7″Taille de la matrice:5MpxRésolution:2880 x 1620 – 5Mpx, HD-CVI uniquement : Format d’image 16 : 9 ,2560 x 1440 – 3,7Mpx,1920 x 1080 –1080p, HD-CVI uniquement960 x 576 –960H,PALGamme d’éclairage IR:25 mRéglage de la puissance de l’illuminateur IR:AutomatiqueObjectif:2,8 mmAngle de vue:111° (données constructeur)105° (résultat de nos tests)",dh-hac-hdw2241t-z-a-27135_d-600x559.jpg,,,,,,,,,,,,,02-01-2026
6958454ad3cdbac2087144c9,Camera AHD 2mp Outdoor HFW1209CP-LED,https://nowtechcenter.com/produit/camera-ahd-2mp-outdoor-hfw1209cp-led/,"25,000CFA","15,000CFA",-40%,,Autres Cameras,,dahua-hac-hdw1209cp-led-full-color-bullet-camera-01.jpg,,,,,,,,,,,,,02-01-2026
6958454fd3cdbac2087144ca,Baie de brassage reseau 12U amoire 600×600 mm 19” Montage mural bon prix en vente au cameroun,https://nowtechcenter.com/produit/12u-600x600mm-wall-cabinet-bon-prix-en-vente-au-cameroun/,"145,000CFA","95,000CFA",-34%,.Baies/Panneaux/ Plateau,.Baies/Panneaux/ Plateau,"abinet Dimensions:Front Rail to Back Rail – 455mmCabinet Dimensions:Front Rail to Back of Cabinet – 465mmToughened 5mm glass front doorLockable front and side doorsBlack powder-coated finishFlat-Packed, some assembly requiredTool-free changing of front door orientationVented top and bottom panels and door for improved airflowMax 60kgs UDL loading capacity1.2mm cold-rolled steel bodyMounts standard 19″ equipmentFront and rear mounting profilesL support brackets for mounting heavy equipment2x 120mm fan cut-outsGrounding Screw",953612UK-19-rack-cabinets-600x600.jpg,,,,,,,,,,,,,02-01-2026
69584554d3cdbac2087144cb,Baie de brassage reseau 18U 600×450 mm 19” Roulette Sol  en vente au Cameroun,https://nowtechcenter.com/produit/18u-600x450mm-wall-cabinet-bon-prix-en-vente-au-cameroun/,"180,000CFA","160,000CFA",-11%,.Baies/Panneaux/ Plateau,.Baies/Panneaux/ Plateau,"Nom Produit: Baie de Brassage 18U 600 x 450Couleur: Noire2 panneaux latéraux amoviblesCapacité (U): 18UCatégorie: Rack MuralAssemblage: MontéPorte Avant: 1 porte en verre trempé avec serrure et montants métalPorte arrière: 1 porte en métal perforé (nid d’abeille) avec serrure.Ecartements des Montants: 19 ‘’ = 1,5 mmCharge Utile Maximum: 60 KgHauteur: 18U mmLargeur: 600 mmProfondeur: 450 mmCoffret mural permettant d’entreposer des équipements réseaux tels que : des serveurs, des onduleurs, des Switch etc. Ce rack mural est idéal pour le stockage d’équipement réseau ou audiovisuels des faibles densités.Excellent pour une installation rapide, modulable et sécurisée.",baie-Armoire-18-U-de-brassage.png,,,,,,,,,,,,,02-01-2026
6958455bd3cdbac2087144cc,Baie de brassage reseau 12U amoire 600×450 mm 19” Montage mural bon prix  en vente au Cameroun,https://nowtechcenter.com/produit/12u-600x450mm-wall-cabinet-bon-prix-en-vente-au-cameroun/,"105,000CFA","85,000CFA",-19%,.Baies/Panneaux/ Plateau,.Baies/Panneaux/ Plateau,"CARACTERISQUESNom Produit: Baie de Brassage 12U 600 x 450Couleur: NoireDimensions (Largeur x Profondeur x Hauteur): 600 x 450 x645 (mm)2 panneaux latéraux amoviblesCapacité (U): 12Catégorie: Rack MuralAssemblage: MontéEcartements des Montants: 19 ‘’ = 1,5 mmCharge Utile Maximum: 60 KgHauteur: 645 mmLargeur: 600 mmProfondeur: 450 mm",baie-19-12u-600x450-1.jpg,,,,,,,,,,,,,02-01-2026
69584562d3cdbac2087144cd,Baie de Brassage 9U 600*600mm 19″ bon prix en vente au Cameroun,https://nowtechcenter.com/produit/9u-600x600mm-wall-cabinet/,"85,000CFA","75,000CFA",-12%,.Baies/Panneaux/ Plateau,.Baies/Panneaux/ Plateau,Caractéristiques :• Unité de hauteur : 9 U• Profondeur : 600 mm• Largeur :  600 mm• Applications : 19″• Porte en verre de sécurité• Rails galvanisés de 19″• Cadre en acier avec épaisseur de 2 mm• Boîtier avec indice de protection IP20• Panneaux arrière et latéraux faciles à enlever• Porte avant verrouillable à poignée pivotante• Deux ouvertures permettent le passage de câbles vers le haut ou vers le bas• Fentes d’aération pour une circulation optimale de l’air• Couleur : noir (RAL 9005),RWD966_2.png,,,,,,,,,,,,,02-01-2026
69584564d3cdbac2087144ce,cable HDMI 2K 20m  moins cher bon prix vente au Cameroun,https://nowtechcenter.com/produit/cable-hdmi-2k-20m-en-vente-au-cameroun-bon-prix/,"20,000CFA","15,000CFA",-25%,Cables HDMI/mini HDMI,Cables HDMI/mini HDMI,"Indispensable pour connecter vos appareils, le Câble HDMI mâle vers mâle 20m est à la fois pratique et fonctionnel. Il est équipé de connecteurs fixes mâle/mâle plaqués or. Sa version HDMI 2.0 supporte l’ensemble des techniques d’affichage 3D. Le câble est compatible avec tous les appareils équipés de port HDMI de type A (standard). Par ailleurs, sa longueur atteint le 20 m.",cable-hdmi-hdtv-maxkey-high-speed-resolution-4k-600x600.webp,,,,,,,,,,,,,02-01-2026
69584569d3cdbac2087144cf,"Onduleur APC Smart-UPS SMC1500I 1500 VA Line Interactive, prise universelle, 230 V en tour, AVR, USB bon prix  au Cameroun",https://nowtechcenter.com/produit/onduleur-apc-easy-ups-smv-1-500-va-prise-universelle-230-v-bon-prix-et-moins-cher-en-vente-aucameroun/,"490,000CFA","465,000CFA",-5%,onduleurs APC,onduleurs APC,"Onduleur APC Smart-UPS SMC1500I 1500 VA Line Interactive, prise universelle, 230 V en tour, AVR, USB bon prixTension d’entrée principale230 VAutre tension d’entrée220 V240 VTension de sortie principale230 VPuissance nominale en W900 WPuissance nominale en VA1500 VAInput ConnectionTypeIEC 320 C14output connection type8 CEI 320 C132 CEI JumpersType de produit : OnduleurMarque : APC by SchneiderMarque ‎APC BY SCHNEIDER ELECTRICNuméro du modèle de l’article ‎SMC1500ISéries ‎Smart-UPSCouleur ‎NoirGarantie constructeur ‎Garantie Fabricant : 1 anType d’alimentation ‎Filaire électriqueNombre de ports USB 2.0 ‎1Puissance de sortie maximale des haut-parleurs ‎900 WattsCompatibilité du périphérique ‎UnbekanntDimensions de l’article L x L x H ‎43.9 x 17.1 x 21.9 centimètresPoids du produit ‎23 KilogrammesTension d’entrée principale 230 VAutre tension d’entrée 220 V240 VTension de sortie principale 230 VPuissance nominale en W 900 WPuissance nominale en VA 1500 VAInput Connection Type IEC 320 C14output connection type 8 CEI 320 C132 CEI Jumpers",onduleurs-et-accessoires-apc-smart-ups-smc-smc15-600x600.webp,onduleur_apc_-_smart_ups_c_-_1500va_4_-600x600.jpg,,,,,,,,,,,,02-01-2026
6958456fd3cdbac2087144d0,spion Security Cameras tres pratique bon prix et moins cher en vente au cameroun,https://nowtechcenter.com/produit/spion-security-cameras-tres-pratique-bon-prix-et-moins-cher-en-vente-au-cameroun/,"100,000CFA","65,000CFA",-35%,Autres Cameras,Autres Cameras,"Security cameras have replaced older analog only surveillance cameras also known as 960H cameras or CCTV cameras. 4in1 Security cameras are considered “universal cameras” because they can output three types of HD over Coax video signals (HD-CVI, HD-TVI, AHD) and analog resolution video (CVBS). The ability to easily switch video output from the cameras’ BNC connector makes them compatible with all the popularSecurity DVRs, XVRs, including older analog DVRs. These cameras have a high definition 2MP or better image sensor that produces video comparable to1080P IP cameras. When set to CVBS mode, the camera down-converts the video resolution to D1 resolution (640×480 pixels). As shown",woocommerce-placeholder.png,,,,,,,,,,,,,02-01-2026
69584576d3cdbac2087144d1,Téléphone sans fil  Grandstream  DP720 bon prix et en vente,https://nowtechcenter.com/produit/grandstream-dp720-bon-prix-et-moins-cher-en-vente-au-cameroun/,"120,000CFA","55,000CFA",-54%,.Téléphonie,Téléphones GrandStream,Jusqu’à 10 lignes par combinéFonctiontéléconférence à 3Il intègre un portPoE 10/100pour une connectivité simplifiéeOptions de configuration automatiqueUtilisable avec les PBX IP de la Gamme UC de GrandstreamAudio HDHaut parleur en duplex intégralEcran couleur 1.8” LCD THT2 touches programmablesPrise casque jack 3.5mmClip ceinture amovible.,88.jpg,,,,,,,,,,,,,02-01-2026
6958457bd3cdbac2087144d2,Module Grandstream sans fil DP750 bon prix en vente,https://nowtechcenter.com/produit/grandstream-dp750-bon-prix-et-moins-cher-en-vente-au-cameroun/,"130,000CFA","80,000CFA",-38%,Téléphones GrandStream,Téléphones GrandStream,BaseDECT – VoIPJusqu’à10 comptes SIP.Jusqu’à10 lignes par combinéJusqu’à4 appels simultanésJusqu’à5 combinés DECT DP720Conférence à 3 en HDPoE.Portée DECT :300m en extérieur et 50m en intérieur,DP750-1.png,,,,,,,,,,,,,02-01-2026
69584581d3cdbac2087144d3,canon MF641Cw bon prix et moins cher en vente au cameroun,https://nowtechcenter.com/produit/canon-mf641cw-bon-prix-et-moins-cher-en-vente-au-cameroun/,"350,000CFA","320,000CFA",-9%,Imprimantes CANON,Imprimantes CANON,"Compact and Efficient 3-in-1 Colour Multifunction PrinterBuilt for task efficiency, the MF641Cw delivers in performance.Print, Scan, CopyPrint Speed (A4): Up to 18ppm (mono/colour)Print resolution: Up to 1,200 (equivalent) x 1,200dpi (equivalent)Gigabit Ethernet, WiFi, Direct ConnectionRecommended Monthly Print Volume: 250 – 2,500 pages",Canon-i-SENSYS-MF445dw-Laser-2-600x521.jpg,,,,,,,,,,,,,02-01-2026
69584587d3cdbac2087144d4,"Inateck Boîtier USB 3.0 pour Disque Dur MSATA, Adaptateur USB en Aluminium pour M50 SSD mSATA, UASP Compatible bon prix en vente au cameroun",https://nowtechcenter.com/produit/inateck-boitier-usb-3-0-pour-disque-dur-msata-adaptateur-usb-en-aluminium-pour-m50-ssd-msata-uasp-compatible-bon-prix-et-moins-cher-en-vente-au-cameroun/,"30,000CFA","25,000CFA",-17%,Boitiers disque dur,Boitiers disque dur,Les points forts :Boitier externe – externeInterfaces : 1 x mSATABus hôte : USB 3.0,s-l1600.jpg,,,,,,,,,,,,,02-01-2026
6958458fd3cdbac2087144d5,HPE ProLiant ML350 Gen10 Base – tour – Xeon Silver 4210R 2.4 GHz – 16 Go – aucun disque dur bon prix et moins cher  en vente au cameroun,https://nowtechcenter.com/produit/hpe-proliant-ml350-gen10-base-tour-xeon-silver-4210r-2-4-ghz-16-go-aucun-disque-dur-bon-prix-et-moins-cher-en-vente-au-cameroun/,"2,950,000CFA","2,600,000CFA",-12%,Serveurs,Serveurs,"Avez-vous besoin d’un serveur robuste pour vos PME et bureaux distants ? Le serveur HPE ProLiant ML350 Gen10 offre un serveur tour sécurisé double socket avec une performance, extensibilité et fiabilité éprouvées, ce qui en fait le choix idéal pour les PME en expansion, les bureaux distants des grandes entreprises et les datacenters. HPE ProLiant ML350 Gen10 tire parti des processeurs Intel®Xeon®Scalable pour un gain de performances jusqu’à 71 %1et une augmentation de 27 % du nombre de cœurs2. De plus, la mémoire HPE DDR4 SmartMemory 2 933 MT/s3ou 2 666 MT/s prend en charge jusqu’à 3.0 To, tout en étant 11 % plus rapide que la version 2 400 MT/s. Le châssis en rack plus court a été repensé avec de nombreuses options de mise à niveau, et offre la flexibilité nécessaire pour évoluer en même temps que les besoins de votre entreprise. Il prend en charge les périphériques SAS 12 Gbits/s, les baies SSD NVMe, les NIC 4x1GbE intégrées avec de nombreuses options graphiques et de calcul. Bénéficiant de l’organisation de services de pointe HPE Pointnext, le serveur ProLiant ML350 Gen10 vous permettra de devenir une entreprise numérique plus agile en respectant les limites de votre budget informatique.",c1bc7c1f-2bfb-4706-9ab8-19b681b5b438.jpg,,,,,,,,,,,,,02-01-2026
69584594d3cdbac2087144d6,Imprimante multifonction HP LaserJet Pro M28w (W2G55A) bon prix et moins cher en vente au Cameroun,https://nowtechcenter.com/produit/imprimante-multifonction-hp-laserjet-pro-m28w-w2g55a-bon-prix-et-moins-cher-en-vente-au-cameroun/,"160,000CFA","155,000CFA",-3%,Imprimantes HP,Imprimantes HP,"Imprimante avec sécurité dynamique. Cette imprimante a été conçue pour fonctionner uniquement avec des cartouches disposant d’une puce HP neuve ou réutilisée. Elle est équipée d’un dispositif de sécurité dynamique pour bloquer les cartouches intégrant une puce non-HP. Les mises à jour périodiques du micrologiciel permettent d’assurer l’efficacité de ces mesures et bloquent les cartouches qui fonctionnaient auparavant. Une puce HP réutilisée permet d’utiliser des cartouches réutilisées, reconditionnées ou recyclées. Plus d’informations sur: http://www.hp.com/learn/ds",31-MtXzywXL._AC_SR320320_.jpg,,,,,,,,,,,,,02-01-2026
6958459ad3cdbac2087144d7,Onduleur APC SRV10KI 10kVA  Easy UPS SRV 10 000VA  230V  bon prix  en vente au cameroun,https://nowtechcenter.com/produit/onduleur-apc-easy-ups-srv-10-000-va-230-v-srv10ki-bon-prix-et-moins-cher-en-vente-au-cameroun/,"2,300,000CFA","1,990,000CFA",-13%,onduleurs APC,onduleurs APC,"Onduleur APC SRV10KI 10 kVA APC Easy UPSType: Protection de l’alimentation en ligne à double conversionTopologie: Double conversion en lignePuissance en W / VA: 10 kWatts / 10 kVAFacteur de puissance: 1Forme d’onde: SinusoïdaleTension de sortie: 230VTension d’entrée: 230VPlage de tension: 110 – 300 (ajustable à moitié charge), 176 – 300VFréquence de sortie: 50/60 Hz +/- 3 Hz (synchronisation sur le réseau)Fréquence d’entrée: 40 – 70 HzConnexions d’entrée: Câblage rigide 3 fils (1P + N + E)Type de batterie: Batterie plomb scelléeTemps de recharge typique: 3 heuresBypass: Bypass interne (automatique et manuel)Ports d’interface: DB-9 RS-232, slot intelligent, USBNiveau sonore: 58 dBAPoids: 65 kg (77 kg avec emballage)Dimensions (l x p x h): 320 x 580 x 910 mmContenu de la boîte: Câble RS-232 standard pour signaux d’onduleurs, CD avec logiciel, câble USB, manuel utilisateur.",SPD_JVAN-AUQMD4_FL_V_520x520.jpg,APC-Easy-UPS-SRV-10000VA-SRV10KI.jpg,Onduleur-APC-SRV10KI-10-kVA-2.jpg,,,,,,,,,,,02-01-2026
6958459cd3cdbac2087144d8,Onduleur APC 3000VA Easy  UPS SMV 230V SMV3000AI Smart online bon prix,https://nowtechcenter.com/produit/onduleur-apc-easy-ups-smv-3000va-230v-smv3000ai-bon-prix-et-moins-cher-en-vente-au-cameroun/,"580,000CFA","480,000CFA",-17%,onduleurs APC,onduleurs APC,"Caractéristiques techniquesSortiePuissance configurable max. (Watts) : 2.1kWatts / 3.0kVAFréquence de sortie (non synchro) : 50/60 Hz +/-1 HzFacteur de crête de charge : 03:01Technologie : Line interactiveType de forme d’onde : SinusoïdeTemps de transfert : 2msEntréeFréquence d’entrée : 45/65 Hz (autodétections)Plage de tension d’entrée pour branchement secteur : 157 – 303VNombre de cordons d’alimentation : 1Autres tensions en entrée : 220, 240Batteries & durée de fonctionnementType de batterie : Batterie au plomb scellée sans entretien avec  électrolyte suspendu : étancheTemps de recharge typique : 4heure(s)Autonomie de la batterie attendue (années) : 3 – 5Capacité Batterie Volt Ampère Heure : 395Autonomie : Vue graphique – diagramme Temps de fonctionnementEfficacité : Vue graphique EfficacitéPort (s) Interface : USB",2.jpg,D976BB4676B190F488258397005F28E4_JVAN_B93NC6_b_v_hi_369.jpg,,,,,,,,,,,,02-01-2026
695845a1d3cdbac2087144d9,ONDULEUR APC Easy UPS On-Line SRV MONTAGE EN RACK 2000 VA 2KVA 230 V SRV2KRI bon prix  en vente au  Cameroun,https://nowtechcenter.com/produit/onduleur-apc-easy-ups-on-line-srv-montage-en-rack-2-000-va-230-v-srv2kri-bon-prix-et-moins-cher-en-vente-au-cameroun/,"540,000CFA","500,000CFA",-7%,onduleurs APC,onduleurs APC,"ONDULEUR APC Easy UPS On-Line SRV MONTAGE EN RACK 2000 VA 2KVA 230 V SRV2KRI bon prixType de produit : OnduleurMarque: SCHNEIDERModèle : SRV1KRIConnexions de sortie : (4) IEC 320 C13 (batterie de secours)Tension de sortie nominale : 230 VTension d’entrée nominale : 230 VConnexions d’entrée : IEC 320 C14Longueur du cordon : 1,5 mètresAutonomie pour charge 1600 W : 4 min 2sCapacité utilisée : 100 %Capacité de puissance de sortie : 1,6 kWatts / 2,0 kVAHauteur du rack : 2UNombre de câbles : 1Temps de recharge de la batterie : 4 HType de batterie : Batterie au plomb scelléePrise standard : IEC 60320 C14Nombre de prises de courant : 4 CEI 60320 C13",7-600x249.jpg,D691988B5B6976F98525832800635C6E_HEPN_B5LPAG_b_h_hi_369.jpg,,,,,,,,,,,,02-01-2026
695845a5d3cdbac2087144da,Régulateur de tension dynamique ECUS  TRI 30KVA bon prix et moins cher en vente au cameroun,https://nowtechcenter.com/produit/regulateur-de-tension-dynamique-ecus-tri-30kva-bon-prix-et-moins-cher-en-vente-au-cameroun/,"25,000CFA","18,000CFA",-28%,Régulateurs de Tension,Régulateurs de Tension,Régulateur de tension dynamique ECUS  TRI 30KVA,ecus.jpg,,,,,,,,,,,,,02-01-2026
695845aad3cdbac2087144db,Régulateur de tension dynamique ECUS  TRI 22.5KVA bon prix et mopins cher en vente au cameroun,https://nowtechcenter.com/produit/regulateur-de-tension-dynamique-ecus-tri-22-5kva-bon-prix-et-mopins-cher-en-vente-au-cameroun/,"25,000CFA","18,000CFA",-28%,Régulateurs de Tension,Régulateurs de Tension,Régulateur de tension dynamique ECUS  TRI 22.5KVA,22-kVA.jpg,,,,,,,,,,,,,02-01-2026
695845aed3cdbac2087144dc,Régulateur de tension dynamique ECUS 100KVA triphasé R914-AVR-100K-DT 100 000VA en vente au Cameroun bon prix,https://nowtechcenter.com/produit/regulateur-de-tension-dynamique-ecus-tri-100kva/,"4,100,000CFA","3,999,000CFA",-2%,Régulateurs de Tension,Régulateurs de Tension,"ECUS 100KVA triphasé R914-AVR-100K-DTFonctionnementLes régulateurs dynamiques AVR e-séries protègent vos équipements électroniques de toutes les fluctuations de tension venant duréseau électrique en régulant leur tension de sortie. Si la tension est trop élevée ou trop basse et qu’elle sort de la plage de tensiond’entrée admissible, ils coupent la sortie par l’intermédiaire d’un contacteur électromécanique. Ce dispositif isole votre utilisation de toutetension inadaptée. Ils sont tous munis en standard d’un by-pass manuel pour pouvoir alimenter votre charge dans des conditions demaintenance.Les modèles triphasés possèdent une régulation indépendante par phase garantissant ainsi une stabilité de tension sans avoir dedécalage de phase.RégulationLa protection contre les surintensités est assurée par un dispositif électromagnétique. Le refroidissement interne est effectué par desventilateurs. Sur les modèles monophasés, le refroidissement est par convection naturelle. La température de fonctionnement maximumest de 45°C permanente et peut monter à 55°C sur des période de 8 heures.POWER_AVR SVR TRI 15KVA R914-AVR-15K-DT-xx+xx 135 15 1150 x 400 x 600POWER_AVR SVR TRI 22,5KVA R914-AVR-22.5K-DT-xx+xx 154 23 1260 x 400 x 600 POWER_AVR SVR TRI 30KVA R914-AVR-30K-DT-xx+xx 183 30POWER_AVR SVR TRI 45KVA R914-AVR-45K-DT-xx+xx 237 45 1360 x 500 x 650POWER_AVR SVR TRI 60KVA R914-AVR-60K-DT-xx+xx 330 60POWER_AVR SVR TRI 75KVA R914-AVR-75K-DT-xx+xx 356 75 1380 x 600 x 850POWER_AVR SVR TRI 100KVA R914-AVR-100K-DT-xx+xx 456 100POWER_AVR SVR TRI 120KVA R914-AVR-120K-DT-xx+xx 545 120 1650 x 690 x 900 POWER_AVR SVR TRI 150KVA R914-AVR-150K-DT-xx+xx 564 150POWER_AVR SVR TRI 200KVA R914-AVR-200K-DT-xx+xx 200POWER_AVR SVR TRI 250KVA R914-AVR-250K-DT-xx+xx 250 1220 x 1800 x 1200POWER_AVR SVR TRI 300KVA R914-AVR-300K-DT-xx+xx 300POWER_AVR SVR TRI 400KVA R914-AVR-400K-DT-xx+xx 400 1370 x 1800 x 1200POWER_AVR SVR TRI 500KVA R914-AVR-500K-DT-xx+xx 500 1520 x 1800 x 1200 POWER_AVR SVR TRI 600KVA R914-AVR-600K-DT-xx+xx 600POWER_AVR SVR TRI 800KVA R914-AVR-800K-DT-xx+xx 800POWER_AVR SVR TRI 1000KVA R914-AVR-1000K-DT-xx+xx 1000 1850 x 2100 x 2000POWER_AVR SVR TRI 1250KVA R914-AVR-1250K-DT-xx+xx 1250POWER_AVR SVR TRI 1500KVA R914-AVR-1500K-DT-xx+xx 1500 1850 x 2100 x 2600POWER_AVR SVR TRI 2000KVA R914-AVR-2000K-DT-xx+xx 2000 1950 x 2400 x 2600Tension d’entrée admissible Minimum en Volt Maximum en VoltModèle -25+15 300 (-25%) 460 (+15%)Modèle -30+30 280 (-30%) 520 (+30%)Modèle -35+15 260 (-35%) 460 (+15%)Autres tensions Nous consulter (exemple -25+20%)Tension de sortieFacteur de puissance 1Technologie Régulation dynamique (servo. moteur)Vitesse de régulation 80V/sAffichage des paramètres DigitalBy-pass manuel interne OuiRégulation Par micro-processeurRendementTempérature de fonctionnement jusqu’à 50°CHumidité relative 90% sans condensationNormes CE, TUV, ISO9001Protection électrique en option",R914-AVR-30K-DT-1-600x725.jpg,,,,,,,,,,,,,02-01-2026
695845b4d3cdbac2087144dd,Carte réseau HPE 332T pour Serveur bon prix en vente au cameroun,https://nowtechcenter.com/produit/carte-reseau-hpe-332tpour-serveur-bon-prix-et-moins-cher-en-vente-au-cameroun/,"156,000CFA","155,000CFA",-1%,Accessoires serveurs,Accessoires serveurs,"Dimensions (LxPxH)11.2 cm x 6 cmType d’interface (bus)PCI Express 2.0 x1Révision des spécifications PCIPCIe 2.0PortsGigabit Ethernet x 2Type de câblageEthernet 10Base-T, Ethernet 100Base-TX, Ethernet 1000Base-TProtocole de liaison de données10Mb LAN, 100Mb LAN, 1GbEConçu(e)ProLiant DL160 Gen8, DL360e Gen8, DL360p Gen8, DL380e Gen8, DL380p Gen8, DL385p Gen8, ML350e Gen8, ML350p Gen8Nombre de ports2 portsDébit de transfert de données1 Gbits/sProcesseur1 x Broadcom BCM5720Conformité aux normesIEEE 802.3, IEEE 802.3u, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1as, IEEE 802.3azNormes de conformitéIEEE 802.3, IEEE 802.3u, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1as, IEEE 802.3az",Carte-Reseau-HPE-332T-600x578.jpg,,,,,,,,,,,,,02-01-2026
695845b9d3cdbac2087144de,Carte reseau HPE 331T pour Serveur bon prix et moins cher en vente au cameroun,https://nowtechcenter.com/produit/carte-reseau-hpe-331tpour-serveur-bon-prix-et-moins-cher-en-vente-au-cameroun/,"20,000CFA","12,000CFA",-40%,Accessoires Ordinateurs,Accessoires Ordinateurs,"Adaptateur HPE Ethernet BASE-T BCM5719 1Gb 4 portsVous souhaitez un adaptateur 1 GbE avec une faible consommation, une densité de port élevée et des fonctions de virtualisation ? L’adaptateur HPE Ethernet BASE-T BCM5719 1 Gb 4 ports présente la nouvelle génération de l’intégration Ethernet, offrant une solution monopuce qui réduit les exigences d’alimentation et optimise l’utilisation des logements I/O. Il offre des performances de débit en ligne complètes sur tous les ports pour une faible consommation d’énergie. L’adaptateur Ethernet BASE-T BCM5719 1 Gb 4 ports est idéal pour la virtualisation, la sécurité, la consolidation de serveur, la segmentation réseau et d’autres applications nécessitant un débit et une densité de ports maximum. Le débit global total de 8 Gb répond parfaitement aux besoins des clients souhaitant une large bande passante. L’adaptateur HPE Ethernet BASE-T BCM5719 1 Gb 4 ports prend en charge des fonctions de pointe comme une grande capacité de déchargement d’envoi et de réception, la somme de contrôle et la segmentation TCP, le marquage VLAN, MSI-X, les trames étendues, l’IEEE 1588 et des fonctions de virtualisation telles que VMware NetQueue et Microsoft VMQ.Conçu pour un débit maximum et une densité de ports élevée.Un taux de transfert cumulé en duplex intégral de 8 Gbits/s par adaptateur fournit d’excellentes performances réseau qui améliorent les temps de réponse et réduisent les goulots d’étranglement.Déchargement sans état complet pour optimiser l’efficacité de l’hôte et la densité des machines virtuelles en laissant le processeur de l’hôte disponible pour d’autres tâches.Prise en charge de la virtualisation pour VMware NetQueue et Microsoft VMQ afin de répondre aux exigences en matière de performances des charges de travail virtuelles consolidées.La prise en charge de MSI/MSI-X offre des avantages au niveau des performances pour les serveurs multicœurs par des interruptions de l’équilibrage des charges entre les processeurs/cœurs.La prise en charge d’Energy Efficient Ethernet (EEE) réduit les frais d’exploitation.",2608396_2_0_3944a153-ab35-45a5-9a02-045725847793.jpg,,,,,,,,,,,,,02-01-2026
